# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_1_length_428434_cov_23.833690	cds	98571	99068	+	LDPEMP_00425	rcnB	RcnB family protein	RefSeq:WP_008576772.1, SO:0001217, UniParc:UPI0001FD64D1, UniRef:UniRef100_A0A0G9F230, UniRef:UniRef50_A0A0J6G2A3, UniRef:UniRef90_A0A0U4YH54
NODE_1_length_428434_cov_23.833690	cds	99268	100521	+	LDPEMP_00430	glyA	Serine hydroxymethyltransferase	COG:COG0112, COG:E, EC:2.1.2.1, GO:0004372, GO:0005737, GO:0019264, GO:0030170, GO:0035999, RefSeq:WP_057685076.1, SO:0001217, UniParc:UPI0006E4B8CE, UniRef:UniRef100_A0A7W7KVC1, UniRef:UniRef50_P24531, UniRef:UniRef90_Q8PPE3
NODE_1_length_428434_cov_23.833690	cds	100535	101047	+	LDPEMP_00435		DUF2252 domain-containing protein	RefSeq:WP_014089374.1, SO:0001217, UniParc:UPI000226645D, UniRef:UniRef100_A0A2S7EDK2, UniRef:UniRef50_G7TD67, UniRef:UniRef90_A0A6B3KG83
NODE_1_length_428434_cov_23.833690	cds	101047	101571	+	LDPEMP_00440	nrdR	transcriptional regulator NrdR	COG:COG1327, COG:K, GO:0003677, GO:0005524, GO:0008270, GO:0045892, RefSeq:WP_003490311.1, SO:0001217, UniParc:UPI0000139C59, UniRef:UniRef100_Q8PPE2, UniRef:UniRef50_Q4K592, UniRef:UniRef90_Q8PPE2
NODE_1_length_428434_cov_23.833690	cds	101568	102056	+	LDPEMP_00445		Acetyltransferase	RefSeq:WP_011346400.1, SO:0001217, UniParc:UPI00005CE770, UniRef:UniRef100_A0A6B3KBE4, UniRef:UniRef50_A0A126NL86, UniRef:UniRef90_A0A0A3WF83
NODE_1_length_428434_cov_23.833690	cds	102049	103158	+	LDPEMP_00450	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	COG:COG1985, COG:H, RefSeq:WP_218558601.1, SO:0001217, UniParc:UPI001C45185E, UniRef:UniRef100_UPI001C45185E, UniRef:UniRef50_D2UG06, UniRef:UniRef90_A0A0U5BPL8
NODE_1_length_428434_cov_23.833690	cds	103254	103877	-	LDPEMP_00455		OMP-b-brl domain-containing protein	RefSeq:WP_218558600.1, SO:0001217, UniParc:UPI001C44304F, UniRef:UniRef100_UPI001C44304F, UniRef:UniRef50_A0A023Y7I2, UniRef:UniRef90_A0A0U5BNW2
NODE_1_length_428434_cov_23.833690	ncRNA-region	104097	104275	+			FMN riboswitch (RFN element)	RFAM:RF00050, SO:0000035
NODE_1_length_428434_cov_23.833690	cds	104444	105046	+	LDPEMP_00460	ribE	riboflavin synthase	COG:COG0307, COG:H, RefSeq:WP_005920959.1, SO:0001217, UniParc:UPI00000D7BC2, UniRef:UniRef100_A0A6B3KC53, UniRef:UniRef50_Q8EBP1, UniRef:UniRef90_A0A0A6TL26
NODE_1_length_428434_cov_23.833690	cds	105043	106182	+	LDPEMP_00465	ribBA	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	RefSeq:WP_014089378.1, SO:0001217, UniParc:UPI0002266461, UniRef:UniRef100_A0A2S7EDM8, UniRef:UniRef50_A0A1J1EFU1, UniRef:UniRef90_A0A0U5FAC1
NODE_1_length_428434_cov_23.833690	cds	106468	106932	+	LDPEMP_00470	ribH	6,7-dimethyl-8-ribityllumazine synthase	COG:COG0054, COG:H, EC:2.5.1.78, GO:0000906, GO:0009231, GO:0009349, RefSeq:WP_003490334.1, SO:0001217, UniParc:UPI00000D7BC4, UniRef:UniRef100_Q8PPD6, UniRef:UniRef50_B2FNL3, UniRef:UniRef90_Q8PPD6
NODE_1_length_428434_cov_23.833690	cds	106929	107408	+	LDPEMP_00475	nusB	transcription antitermination factor NusB	COG:COG0781, COG:K, GO:0003723, GO:0006353, GO:0006355, GO:0031564, KEGG:K03625, RefSeq:WP_003490336.1, SO:0001217, UniParc:UPI0000130A6F, UniRef:UniRef100_Q3BXH9, UniRef:UniRef50_B4SJC1, UniRef:UniRef90_Q3BXH9
NODE_1_length_428434_cov_23.833690	cds	107519	108493	+	LDPEMP_00480	thiL	thiamine-phosphate kinase	COG:COG0611, COG:H, RefSeq:WP_031421072.1, SO:0001217, UniParc:UPI0004DECC70, UniRef:UniRef100_A0A1S1XG28, UniRef:UniRef50_A0A522RXI9, UniRef:UniRef90_A0A0U5F8L5
NODE_1_length_428434_cov_23.833690	cds	108874	110454	+	LDPEMP_00485		PepX-C domain-containing protein	RefSeq:WP_127167614.1, SO:0001217, UniParc:UPI000F8D5E54, UniRef:UniRef100_UPI000F8D5E54, UniRef:UniRef50_A0A1M4JET5, UniRef:UniRef90_A0A1C3NFY0
NODE_1_length_428434_cov_23.833690	cds	110679	112031	+	LDPEMP_00490	xopI	type III secretion system effector F-box protein XopI	RefSeq:WP_218558599.1, SO:0001217, UniParc:UPI001C48BA61, UniRef:UniRef100_UPI001C48BA61, UniRef:UniRef50_A0A7W7KW87, UniRef:UniRef90_A0A5C2EY37
NODE_1_length_428434_cov_23.833690	cds	112323	112571	+	LDPEMP_00495		ATPase	SO:0001217, UniRef:UniRef50_A0A0K0GHN7, UniRef:UniRef90_H8FLJ6
NODE_1_length_428434_cov_23.833690	cds	112587	114380	+	LDPEMP_00500	kdpA	potassium-transporting ATPase subunit KdpA	COG:COG2060, COG:P, KEGG:K01546, RefSeq:WP_014089382.1, SO:0001217, UniParc:UPI0002266465, UniRef:UniRef100_A0A2S7EDL3, UniRef:UniRef50_E8U851, UniRef:UniRef90_A0A1C3NG20
NODE_1_length_428434_cov_23.833690	cds	114393	116441	+	LDPEMP_00505	kdpB	potassium-transporting ATPase subunit KdpB	COG:COG2216, COG:P, EC:7.2.2.6, GO:0000287, GO:0005524, GO:0005886, GO:0008556, GO:0016887, RefSeq:WP_218558598.1, SO:0001217, UniParc:UPI001C4675C9, UniRef:UniRef100_UPI001C4675C9, UniRef:UniRef50_Q8PCM1, UniRef:UniRef90_Q8PCM1
NODE_1_length_428434_cov_23.833690	cds	116482	117111	+	LDPEMP_00510	kdpC	potassium-transporting ATPase subunit KdpC	COG:COG2156, COG:P, RefSeq:WP_014089384.1, SO:0001217, UniParc:UPI0002266467, UniRef:UniRef100_A0A0G8UPG7, UniRef:UniRef50_Q8PPC8, UniRef:UniRef90_Q3BXH2
NODE_1_length_428434_cov_23.833690	cds	117254	119914	+	LDPEMP_00515	kdpD	K+-sensing histidine kinase KdpD	COG:COG2205, COG:T, RefSeq:WP_011346410.1, SO:0001217, UniParc:UPI00005CE77B, UniRef:UniRef100_A0A6B3KEI2, UniRef:UniRef50_A0A2P1NMC8, UniRef:UniRef90_V7ZG42
NODE_1_length_428434_cov_23.833690	cds	119904	120620	+	LDPEMP_00520	ompR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	COG:COG0745, COG:TK, RefSeq:WP_008571514.1, SO:0001217, UniParc:UPI0001FD4DFF, UniRef:UniRef100_A0A0G8WQ84, UniRef:UniRef50_A0A7R9L8Z2, UniRef:UniRef90_Q3BXH0
NODE_1_length_428434_cov_23.833690	cds	120658	121272	-	LDPEMP_00525		HipA-C domain-containing protein	SO:0001217, UniRef:UniRef50_Q3BXG9, UniRef:UniRef90_Q3BXG9
NODE_1_length_428434_cov_23.833690	cds	121277	122674	-	LDPEMP_00530	glcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	COG:C, COG:COG0277, RefSeq:WP_122273271.1, SO:0001217, UniParc:UPI000EFEC90E, UniRef:UniRef100_A0A3G2W8I4, UniRef:UniRef50_A0A099CSZ7, UniRef:UniRef90_A0A0C5V497
NODE_1_length_428434_cov_23.833690	cds	122671	123198	-	LDPEMP_00535		Metal-dependent hydrolase	SO:0001217, UniParc:UPI0004DF3DF9, UniRef:UniRef100_A0A7W7P7A3, UniRef:UniRef50_A0A1A9HK24, UniRef:UniRef90_M4U794
NODE_1_length_428434_cov_23.833690	cds	123240	123608	-	LDPEMP_00540	yraN	YraN family protein	COG:COG0792, COG:L, GO:0003676, KEGG:K07460, RefSeq:WP_057682280.1, SO:0001217, UniParc:UPI0006E6BBFF, UniRef:UniRef100_A0A3G2W8Y4, UniRef:UniRef50_Q9PFV3, UniRef:UniRef90_Q4UQV6
NODE_1_length_428434_cov_23.833690	cds	123612	125342	-	LDPEMP_00545	lpoA	Outer membrane lipoprotein LpoA, binds and activates PBP1a	COG:COG3107, COG:M, SO:0001217, UniRef:UniRef50_Z9JLF8, UniRef:UniRef90_A0A7W6PHG3
NODE_1_length_428434_cov_23.833690	cds	125424	126251	+	LDPEMP_00550	rsmI	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	COG:COG0313, COG:J, RefSeq:WP_218558597.1, SO:0001217, UniParc:UPI001C446FB8, UniRef:UniRef100_UPI001C446FB8, UniRef:UniRef50_Q9PFV5, UniRef:UniRef90_Q5GW30
NODE_1_length_428434_cov_23.833690	cds	126235	126960	+	LDPEMP_00555		T3SS-YcgR-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1A9MCM1
NODE_1_length_428434_cov_23.833690	ncRNA	126979	127328	+	LDPEMP_00560	RNaseP_bact_a	Bacterial RNase P class A	RFAM:RF00010, SO:0000386
NODE_1_length_428434_cov_23.833690	cds	127798	128115	-	LDPEMP_00565	ccdB	Toxin CcdB	RefSeq:WP_008571283.1, SO:0001217, UniParc:UPI0001FD4A66, UniRef:UniRef100_A0A0G9C001, UniRef:UniRef50_A0A1Y6HHR2, UniRef:UniRef90_A0A0G9C001
NODE_1_length_428434_cov_23.833690	cds	128112	128363	-	LDPEMP_00570	ccdB	Plasmid maintenance protein CcdB	RefSeq:WP_008571282.1, SO:0001217, UniParc:UPI00005CE784, UniRef:UniRef100_A0A6B3KG05, UniRef:UniRef50_V7ZG83, UniRef:UniRef90_V7ZG83
NODE_1_length_428434_cov_23.833690	cds	128412	129194	-	LDPEMP_00575		NRDE family protein	RefSeq:WP_218558596.1, SO:0001217, UniParc:UPI001C48B485, UniRef:UniRef100_UPI001C48B485, UniRef:UniRef50_W4S947, UniRef:UniRef90_A0A2S6YCY8
NODE_1_length_428434_cov_23.833690	cds	129504	129950	+	LDPEMP_00580	mraZ	Transcriptional regulator MraZ	COG:COG2001, COG:J, GO:0000976, GO:0003700, GO:0005737, GO:0009295, GO:2000143, SO:0001217, UniParc:UPI000012F558, UniRef:UniRef100_Q8PPB6, UniRef:UniRef50_Q9PF89, UniRef:UniRef90_B4SJW7
NODE_1_length_428434_cov_23.833690	cds	129965	131008	+	LDPEMP_00585	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	EC:2.1.1.199, GO:0005737, GO:0070475, GO:0071424, RefSeq:WP_218558632.1, SO:0001217, UniParc:UPI001C46B176, UniRef:UniRef100_UPI001C46B176, UniRef:UniRef50_Q2NZB1, UniRef:UniRef90_Q3BXF9
NODE_1_length_428434_cov_23.833690	cds	131005	131268	+	LDPEMP_00590	ftsL	cell division protein FtsL	KEGG:K03586, RefSeq:WP_005910928.1, SO:0001217, UniParc:UPI00000D7BD5, UniRef:UniRef100_A0A2H1QA91, UniRef:UniRef50_A0A2H1QA91, UniRef:UniRef90_A0A2H1QA91
NODE_1_length_428434_cov_23.833690	cds	131480	133348	+	LDPEMP_00595	ftsI	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)	COG:COG0768, COG:DM, RefSeq:WP_008571988.1, SO:0001217, UniParc:UPI0001FD4E25, UniRef:UniRef100_A0A0G9AYS4, UniRef:UniRef50_A0A0S2F721, UniRef:UniRef90_A0A1Y6HAB5
NODE_1_length_428434_cov_23.833690	cds	133345	134832	+	LDPEMP_00600	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	COG:COG0769, COG:M, EC:6.3.2.13, GO:0000287, GO:0005524, GO:0005737, GO:0007049, GO:0008360, GO:0008765, GO:0009252, GO:0051301, GO:0071555, SO:0001217, UniRef:UniRef50_Q59650, UniRef:UniRef90_Q8PPB2
NODE_1_length_428434_cov_23.833690	cds	134829	136340	+	LDPEMP_00605	murF	UDP-N-acetylmuramyl pentapeptide synthase	COG:COG0770, COG:M, EC:6.3.2.10, KEGG:K01929, RefSeq:WP_218558595.1, SO:0001217, UniParc:UPI001C45F037, UniRef:UniRef100_UPI001C45F037, UniRef:UniRef50_A0A2S6Z366, UniRef:UniRef90_A0A1V9HEU4
NODE_1_length_428434_cov_23.833690	cds	136330	137415	+	LDPEMP_00610	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	COG:COG0472, COG:M, EC:2.7.8.13, GO:0005886, GO:0007049, GO:0008360, GO:0008963, GO:0009252, GO:0046872, GO:0051301, GO:0051992, GO:0071555, RefSeq:WP_003485285.1, SO:0001217, UniParc:UPI000012F535, UniRef:UniRef100_Q8PPB0, UniRef:UniRef50_Q9KPG4, UniRef:UniRef90_Q8PPB0
NODE_1_length_428434_cov_23.833690	cds	137415	138791	+	LDPEMP_00615	ftsW	putative lipid II flippase FtsW	COG:COG0772, COG:D, EC:2.4.1.129, GO:0005886, GO:0008360, GO:0008955, GO:0009252, GO:0032153, GO:0043093, GO:0071555, KEGG:K03588, RefSeq:WP_122273266.1, SO:0001217, UniParc:UPI000F005946, UniRef:UniRef100_A0A3G2W8J3, UniRef:UniRef50_Q5GW40, UniRef:UniRef90_Q5GW40
NODE_1_length_428434_cov_23.833690	cds	138788	140083	+	LDPEMP_00620	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	EC:2.4.1.227, GO:0005886, GO:0005975, GO:0007049, GO:0008360, GO:0009252, GO:0030259, GO:0050511, GO:0051301, GO:0051991, GO:0071555, SO:0001217, UniRef:UniRef50_Q3BXF2, UniRef:UniRef90_Q3BXF2
NODE_1_length_428434_cov_23.833690	cds	140080	141513	+	LDPEMP_00625	murC	UDP-N-acetylmuramate--L-alanine ligase	COG:COG0773, COG:M, EC:6.3.2.8, GO:0005524, GO:0005737, GO:0007049, GO:0008360, GO:0008763, GO:0009252, GO:0051301, GO:0071555, KEGG:K01924, SO:0001217, UniRef:UniRef50_A6T2F7, UniRef:UniRef90_Q3BXF1
NODE_1_length_428434_cov_23.833690	cds	141510	142466	+	LDPEMP_00630	ddlB	D-alanine--D-alanine ligase B	COG:COG1181, COG:MR, EC:6.3.2.4, GO:0005524, GO:0005829, GO:0008360, GO:0008716, GO:0009252, GO:0046872, GO:0071555, RefSeq:WP_218196039.1, SO:0001217, UniParc:UPI001C478447, UniRef:UniRef100_UPI001C478447, UniRef:UniRef50_Q9PF79, UniRef:UniRef90_Q8PPA6
NODE_1_length_428434_cov_23.833690	cds	142591	143418	+	LDPEMP_00635	ftsQ	Cell division septal protein FtsQ	COG:COG1589, COG:D, RefSeq:WP_029818683.1, SO:0001217, UniParc:UPI0004A3AE4A, UniRef:UniRef100_UPI0004A3AE4A, UniRef:UniRef50_Q8PCJ7, UniRef:UniRef90_A0A854CM09
NODE_1_length_428434_cov_23.833690	cds	143415	144650	+	LDPEMP_00640	ftsA	cell division protein FtsA	COG:COG0849, COG:D, RefSeq:WP_003485272.1, SO:0001217, UniParc:UPI00000DA0A2, UniRef:UniRef100_A0A6B3KHC7, UniRef:UniRef50_A0A0M2KUT2, UniRef:UniRef90_A0A0M2KUT2
NODE_1_length_428434_cov_23.833690	cds	144957	146195	+	LDPEMP_00645	ftsZ	cell division protein FtsZ	COG:COG0206, COG:D, RefSeq:WP_003485270.1, SO:0001217, UniParc:UPI00005CDC88, UniRef:UniRef100_A0A0U5F8L3, UniRef:UniRef50_P47204, UniRef:UniRef90_A0A1Y6HFI3
NODE_1_length_428434_cov_23.833690	ncRNA	146182	146503	+	LDPEMP_00650	Xoo8	Proteobacterial sRNA Xoo8	RFAM:RF02243, SO:0000655
NODE_1_length_428434_cov_23.833690	cds	146431	147342	+	LDPEMP_00655	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	COG:COG0774, COG:M, EC:3.5.1.108, GO:0008759, GO:0009245, GO:0046872, GO:0103117, RefSeq:WP_218558592.1, SO:0001217, UniParc:UPI001C470FF9, UniRef:UniRef100_UPI001C470FF9, UniRef:UniRef50_Q8PPA3, UniRef:UniRef90_Q8PPA3
NODE_1_length_428434_cov_23.833690	cds	147528	147965	-	LDPEMP_00660		DUF721 domain-containing protein	SO:0001217, UniParc:UPI0002FE72D3, UniRef:UniRef100_A0A6B3KF70, UniRef:UniRef50_A0A0A8DVX8, UniRef:UniRef90_A0A1C3NG21
NODE_1_length_428434_cov_23.833690	cds	148065	148916	+	LDPEMP_00665		Peptidase	SO:0001217, UniParc:UPI0002E45B66, UniRef:UniRef100_A0A6B3KEU0, UniRef:UniRef50_A0A0M0N990, UniRef:UniRef90_A0A0H2XAX3
NODE_1_length_428434_cov_23.833690	cds	149073	151811	+	LDPEMP_00670	secA	preprotein translocase subunit SecA	COG:COG0653, COG:U, EC:7.4.2.8, GO:0005524, GO:0005737, GO:0005886, GO:0006605, GO:0008564, GO:0017038, GO:0046872, GO:0065002, RefSeq:WP_014089396.1, SO:0001217, UniParc:UPI00022664A0, UniRef:UniRef100_A0A2S7EDG6, UniRef:UniRef50_Q3BXE3, UniRef:UniRef90_Q3BXE3
NODE_1_length_428434_cov_23.833690	cds	152134	153081	+	LDPEMP_00675	mutT	Nudix family hydrolase	COG:COG0494, COG:V, RefSeq:WP_218558590.1, SO:0001217, UniParc:UPI001C44AB69, UniRef:UniRef100_UPI001C44AB69, UniRef:UniRef50_B2FPB3, UniRef:UniRef90_A0A1C3NG13
NODE_1_length_428434_cov_23.833690	cds	153193	153822	-	LDPEMP_00680		DUF4124 domain-containing protein	RefSeq:WP_127167623.1, SO:0001217, UniParc:UPI000F8EE119, UniRef:UniRef100_UPI000F8EE119, UniRef:UniRef50_A0A0U5BP14, UniRef:UniRef90_A0A0U5BP14
NODE_1_length_428434_cov_23.833690	cds	153868	154695	-	LDPEMP_00685	metF	methylenetetrahydrofolate reductase [NAD(P)H]	COG:COG0685, COG:E, RefSeq:WP_008573251.1, SO:0001217, UniParc:UPI00005CE797, UniRef:UniRef100_A0A6B3KB60, UniRef:UniRef50_A0A3N1WZV1, UniRef:UniRef90_A0A0K0GHP3
NODE_1_length_428434_cov_23.833690	cds	154735	156117	-	LDPEMP_00690		Glyco-hydro-2-C domain-containing protein	RefSeq:WP_218558589.1, SO:0001217, UniParc:UPI001C444C85, UniRef:UniRef100_UPI001C444C85, UniRef:UniRef50_A0A0U5BNN3, UniRef:UniRef90_A0A0U5BNN3
NODE_1_length_428434_cov_23.833690	cds	156528	157505	+	LDPEMP_00695	qor	NADPH:quinone reductase or related Zn-dependent oxidoreductase	COG:COG0604, COG:CR, RefSeq:WP_209261691.1, SO:0001217, UniParc:UPI001AD9677A, UniRef:UniRef100_UPI001AD9677A, UniRef:UniRef50_A0A4P1K014, UniRef:UniRef90_H8FEF7
NODE_1_length_428434_cov_23.833690	cds	157745	159505	+	LDPEMP_00700		Protease	RefSeq:WP_228736424.1, SO:0001217, UniParc:UPI001E4079E4, UniRef:UniRef100_UPI001E4079E4, UniRef:UniRef50_Q8PP93, UniRef:UniRef90_Q8PP93
NODE_1_length_428434_cov_23.833690	cds	159585	159989	-	LDPEMP_00705		Catechol 2,3-dioxygenase-like lactoylglutathione lyase family enzyme	RefSeq:WP_029818689.1, SO:0001217, UniParc:UPI0004A237BF, UniRef:UniRef100_A0A3G2W862, UniRef:UniRef50_A0A0H2XCB5, UniRef:UniRef90_A0A7W7P797
NODE_1_length_428434_cov_23.833690	cds	160366	161301	+	LDPEMP_00710		Galactose 1-dehydrogenase	RefSeq:WP_031421127.1, SO:0001217, UniParc:UPI0004DFB23D, UniRef:UniRef100_UPI0004DFB23D, UniRef:UniRef50_Q53TZ2, UniRef:UniRef90_A0A0A6TS96
NODE_1_length_428434_cov_23.833690	cds	161697	163124	-	LDPEMP_00715		Alpha-amylase	SO:0001217, UniRef:UniRef50_P22630, UniRef:UniRef90_D4T7X2
NODE_1_length_428434_cov_23.833690	cds	163782	164327	+	LDPEMP_00720	yaiL	DUF2058 domain-containing protein	COG:COG3122, COG:S, RefSeq:WP_218558588.1, SO:0001217, UniParc:UPI001C443D7C, UniRef:UniRef100_UPI001C443D7C, UniRef:UniRef50_A0A1H3Q1B9, UniRef:UniRef90_H8FEE8
NODE_1_length_428434_cov_23.833690	cds	164562	165119	+	LDPEMP_00725		DUF3228 domain-containing protein	RefSeq:WP_218558587.1, SO:0001217, UniParc:UPI001C47CBB5, UniRef:UniRef100_UPI001C47CBB5, UniRef:UniRef50_D2UFW6, UniRef:UniRef90_A0A0K0GHW2
NODE_1_length_428434_cov_23.833690	cds	165270	165956	+	LDPEMP_00730		Sulfotransferase	RefSeq:WP_005910850.1, SO:0001217, UniParc:UPI00005CE7A2, UniRef:UniRef100_A0A6B3KB38, UniRef:UniRef50_Q5GW66, UniRef:UniRef90_Q5GW66
NODE_1_length_428434_cov_23.833690	cds	166117	166209	+	LDPEMP_00735		Transposase	SO:0001217, UniRef:UniRef50_A0A0U5FA91
NODE_1_length_428434_cov_23.833690	cds	166455	167381	+	LDPEMP_00740		Aryl sulfotransferase	RefSeq:WP_228736423.1, SO:0001217, UniParc:UPI001E577943, UniRef:UniRef100_UPI001E577943, UniRef:UniRef50_T0J7W2, UniRef:UniRef90_A0A7W7KV97
NODE_1_length_428434_cov_23.833690	cds	167413	168195	+	LDPEMP_00745	ubiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	COG:COG2226, COG:H, RefSeq:WP_008573532.1, SO:0001217, UniParc:UPI0001FD55FA, UniRef:UniRef100_A0A0G9AJY2, UniRef:UniRef50_Q5GW68, UniRef:UniRef90_A0A0G9AJY2
NODE_1_length_428434_cov_23.833690	cds	168434	169876	-	LDPEMP_00750	ahcY	adenosylhomocysteinase	COG:COG0499, COG:H, EC:3.13.2.1, GO:0004013, GO:0005737, GO:0006730, RefSeq:WP_005910841.1, SO:0001217, UniParc:UPI0001FD5998, UniRef:UniRef100_A0A0G9AZ86, UniRef:UniRef50_P50250, UniRef:UniRef90_Q8PP84
NODE_1_length_428434_cov_23.833690	ncRNA-region	169908	170020	-			S-adenosyl-L-homocysteine riboswitch	RFAM:RF01057, SO:0000035
NODE_1_length_428434_cov_23.833690	cds	170146	172680	+	LDPEMP_00755		Peptidase-S9 domain-containing protein	RefSeq:WP_228736422.1, SO:0001217, UniParc:UPI001E5D6BB3, UniRef:UniRef100_UPI001E5D6BB3, UniRef:UniRef50_B2FPC4, UniRef:UniRef90_D4T7Y0
NODE_1_length_428434_cov_23.833690	cds	173032	175746	+	LDPEMP_00760	ppc	phosphoenolpyruvate carboxylase	COG:C, COG:COG2352, EC:4.1.1.31, GO:0000287, GO:0006099, GO:0006107, GO:0008964, GO:0015977, RefSeq:WP_011346444.1, SO:0001217, UniParc:UPI00005CE7A7, UniRef:UniRef100_Q3BXC4, UniRef:UniRef50_Q3BXC4, UniRef:UniRef90_Q3BXC4
NODE_1_length_428434_cov_23.833690	cds	175805	176455	+	LDPEMP_00765	tetR	TetR family transcriptional regulator	SO:0001217, UniRef:UniRef50_G7TDU0, UniRef:UniRef90_A0A5C2EXD1
NODE_1_length_428434_cov_23.833690	cds	176452	177489	+	LDPEMP_00770		DUF4105 domain-containing protein	RefSeq:WP_031421139.1, SO:0001217, UniParc:UPI0004DFB2EB, UniRef:UniRef100_UPI0004DFB2EB, UniRef:UniRef50_G7UPS0, UniRef:UniRef90_A0A1V9HEV4
NODE_1_length_428434_cov_23.833690	cds	177498	179480	+	LDPEMP_00775		Alpha/beta hydrolase	SO:0001217, UniRef:UniRef50_A0A0E3YR64, UniRef:UniRef90_A0A8I1XI40
NODE_1_length_428434_cov_23.833690	cds	179622	180824	+	LDPEMP_00780		OmpA-like domain-containing protein	SO:0001217, UniRef:UniRef50_N8XMM9, UniRef:UniRef90_A0A1S1XLF9
NODE_1_length_428434_cov_23.833690	cds	180722	181318	-	LDPEMP_00785		hypothetical protein	
NODE_1_length_428434_cov_23.833690	cds	181330	184101	+	LDPEMP_00790	fepA	Outer membrane receptor for ferrienterochelin and colicins	COG:COG4771, COG:P, RefSeq:WP_218558583.1, SO:0001217, UniParc:UPI001C438899, UniRef:UniRef100_UPI001C438899, UniRef:UniRef50_Q5GW74, UniRef:UniRef90_Q5GW74
NODE_1_length_428434_cov_23.833690	cds	184157	185704	+	LDPEMP_00795		Phosphoanhydride phosphohydrolase / 4-phytase multifunctional enzyme	SO:0001217, UniRef:UniRef50_A0A7W9N3B2, UniRef:UniRef90_D4TC69
NODE_1_length_428434_cov_23.833690	cds	186279	187490	-	LDPEMP_00800	metK	methionine adenosyltransferase	COG:COG0192, COG:H, EC:2.5.1.6, GO:0000287, GO:0004478, GO:0005524, GO:0005737, GO:0006556, GO:0006730, RefSeq:WP_005910819.1, SO:0001217, UniParc:UPI000012EFEB, UniRef:UniRef100_Q8PP75, UniRef:UniRef50_B7J551, UniRef:UniRef90_B2FPC7
NODE_1_length_428434_cov_23.833690	cds	187735	188835	+	LDPEMP_00805		Metal-dependent hydrolase	RefSeq:WP_014089414.1, SO:0001217, UniParc:UPI00022664D0, UniRef:UniRef100_A0A2S7EDF1, UniRef:UniRef50_A0A1L5QVY7, UniRef:UniRef90_A0A1L5QVY7
NODE_1_length_428434_cov_23.833690	cds	188829	189656	-	LDPEMP_00810		Methyltransf-11 domain-containing protein	RefSeq:WP_065628434.1, SO:0001217, UniParc:UPI00080E14B2, UniRef:UniRef100_A0A1S1XKC2, UniRef:UniRef50_A0A518BLE9, UniRef:UniRef90_W4SPZ2
NODE_1_length_428434_cov_23.833690	cds	189685	190683	-	LDPEMP_00815	dusB	tRNA dihydrouridine synthase DusB	COG:COG0042, COG:J, RefSeq:WP_008573556.1, SO:0001217, UniParc:UPI0001FD59A3, UniRef:UniRef100_A0A0G8UFE1, UniRef:UniRef50_Q8PCH1, UniRef:UniRef90_A0A098PXC9
NODE_1_length_428434_cov_23.833690	cds	190792	192441	-	LDPEMP_00820		Family-6 carbohydrate binding module	SO:0001217, UniRef:UniRef50_A0A1C3NG58, UniRef:UniRef90_G7TDU9
NODE_1_length_428434_cov_23.833690	cds	192553	193134	-	LDPEMP_00825		Glyco-hydro-98M domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C3NG56
NODE_1_length_428434_cov_23.833690	cds	193664	194614	-	LDPEMP_00830	rbsK	Sugar or nucleoside kinase, ribokinase family	COG:COG0524, COG:G, RefSeq:WP_127170607.1, SO:0001217, UniParc:UPI000F8CD685, UniRef:UniRef100_UPI000F8CD685, UniRef:UniRef50_A0A514BPF0, UniRef:UniRef90_A0A1Y6H9R0
NODE_1_length_428434_cov_23.833690	cds	194705	195997	-	LDPEMP_00835	nupC	Nucleoside permease NupC	COG:COG1972, COG:F, RefSeq:WP_218558582.1, SO:0001217, UniParc:UPI001C46CB68, UniRef:UniRef100_UPI001C46CB68, UniRef:UniRef50_E6WQB7, UniRef:UniRef90_A0A1Y6HFI8
NODE_1_length_428434_cov_23.833690	cds	196172	196423	+	LDPEMP_00840		hypothetical protein	
